Running 1 simulations with a radial tolerance of 0.001000
Running simulation 0
design_bus_layout_inputs_icUsed = 5
[3, 62]: input idx: -1, input_number: 5 sample: 0
[4, 205]: input idx: -1, input_number: 5 sample: 0
[5, 87]: input idx: -1, input_number: 5 sample: 0
[6, 236]: input idx: -1, input_number: 5 sample: 0
[38, 172]: input idx: -1, input_number: 5 sample: 0
[9, 142]: input idx: -1, input_number: 5 sample: 0
[30, 66]: input idx: -1, input_number: 5 sample: 0
[32, 173]: input idx: -1, input_number: 5 sample: 0
[3, 63]: input idx: -1, input_number: 5 sample: 0
[4, 206]: input idx: -1, input_number: 5 sample: 0
[5, 88]: input idx: -1, input_number: 5 sample: 0
[6, 237]: input idx: -1, input_number: 5 sample: 0
[38, 173]: input idx: -1, input_number: 5 sample: 0
[9, 143]: input idx: -1, input_number: 5 sample: 0
[30, 67]: input idx: -1, input_number: 5 sample: 0
[32, 174]: input idx: -1, input_number: 5 sample: 0
[4, 207]: input idx: -1, input_number: 5 sample: 0
[5, 89]: input idx: -1, input_number: 5 sample: 0
[6, 238]: input idx: -1, input_number: 5 sample: 0
[38, 174]: input idx: -1, input_number: 5 sample: 0
[9, 144]: input idx: -1, input_number: 5 sample: 0
[30, 68]: input idx: -1, input_number: 5 sample: 0
[32, 175]: input idx: -1, input_number: 5 sample: 0
[4, 208]: input idx: -1, input_number: 5 sample: 0
[5, 90]: input idx: -1, input_number: 5 sample: 0
[6, 239]: input idx: -1, input_number: 5 sample: 0
[38, 175]: input idx: -1, input_number: 5 sample: 0
[9, 145]: input idx: -1, input_number: 5 sample: 0
[30, 69]: input idx: -1, input_number: 5 sample: 0
[32, 176]: input idx: -1, input_number: 5 sample: 0
[4, 209]: input idx: -1, input_number: 5 sample: 0
[5, 91]: input idx: -1, input_number: 5 sample: 0
[6, 240]: input idx: -1, input_number: 5 sample: 0
